Iteration,Visibility,Phase_Jitter,BitFlip,Noise,S_Value,is_Quantum_Advantage,is_Elite
17893,0.994589713,7.475482384,0.003409596,0.001599998,2.828427031,1,1
17894,0.992640473,7.450816542,0.003515243,0.001865297,2.828426705,1,1
17895,0.992427707,7.438115371,0.003655813,0.002384888,2.828425898,1,1
17896,0.99287461,7.354302028,0.003645095,0.002291163,2.828426557,1,1
17897,0.994646045,7.360016945,0.003693247,0.002047133,2.828426766,1,1
17898,0.994532984,7.368770707,0.00367217,0.001862519,2.82842613,1,1
17899,0.993247082,7.395307465,0.00358387,0.0018646,2.828426359,1,1
17900,0.993411642,7.341942461,0.003740856,0.002151004,2.82842696,1,1
17901,0.99195743,7.406842568,0.003841948,0.002353497,2.828426408,1,1
17902,0.992898867,7.401220059,0.004159718,0.00249818,2.828427112,1,1
17903,0.995076533,7.327028827,0.004114114,0.002757215,2.828426318,1,1
17904,0.997339209,7.31303502,0.004399789,0.003315502,2.82842562,1,1
17905,0.998582439,7.397215641,0.004024369,0.003754036,2.828426453,1,1
17906,0.999276695,7.398700608,0.00402533,0.003520711,2.828426613,1,1
17907,0.998346691,7.447405619,0.004020464,0.003841864,2.828425945,1,1
17908,0.998312403,7.456959673,0.003825177,0.003817378,2.828426907,1,1
17909,1,7.492903156,0.003858923,0.003396758,2.828426681,1,1
17910,1,7.505604808,0.003192103,0.003217736,2.828427063,1,1
17911,0.999813639,7.436233756,0.003265456,0.003193576,2.828426871,1,1
17912,0.998726236,7.396775082,0.003063193,0.002529557,2.828425548,1,1
17913,0.99817685,7.41759391,0.003320645,0.002165824,2.828426059,1,1
17914,0.995740197,7.47376655,0.00304529,0.002217831,2.828426935,1,1
17915,0.995939836,7.487949053,0.003286035,0.002618823,2.828426915,1,1
17916,0.995505034,7.442699736,0.003609211,0.002921034,2.82842539,1,1
17917,0.993797377,7.447352504,0.004031674,0.003280157,2.828426732,1,1
17918,0.995530319,7.460816644,0.003823794,0.003878437,2.828427121,1,1
17919,0.996541223,7.538824561,0.003549436,0.004302779,2.828427026,1,1
17920,0.99751752,7.545578302,0.003602926,0.004296612,2.828424865,1,1
17921,0.995937914,7.640987811,0.003679723,0.004386153,2.828426348,1,1
17922,0.993964099,7.617795022,0.003981293,0.004433845,2.828425984,1,1
17923,0.99425673,7.593301745,0.004217052,0.004026697,2.828427,1,1
17924,0.994758879,7.690159556,0.004000404,0.004041209,2.828426475,1,1
17925,0.996223511,7.69389795,0.004218306,0.003891837,2.828426548,1,1
17926,0.996689622,7.774451057,0.004258311,0.003993087,2.828426585,1,1
17927,0.997157915,7.814421995,0.004361561,0.004196173,2.828427046,1,1
17928,0.996654385,7.802921901,0.004273069,0.003955791,2.828426872,1,1
17929,0.99416687,7.840288549,0.003917019,0.004108262,2.828426683,1,1
17930,0.996160468,7.874816334,0.004184378,0.004201917,2.828426976,1,1
17931,0.996360645,7.904286358,0.004519939,0.004043436,2.828426843,1,1
17932,0.997052478,7.855908266,0.004604001,0.003744534,2.828426754,1,1
17933,0.998382025,7.808105246,0.004449973,0.003773811,2.828425854,1,1
17934,0.998951931,7.878597604,0.004294046,0.004126609,2.828425998,1,1
17935,0.99868819,7.872941025,0.004052451,0.004095012,2.828426649,1,1
17936,0.99773512,7.896589492,0.003995086,0.003877154,2.828426957,1,1
17937,0.997275292,7.84939638,0.003701832,0.003799255,2.828426825,1,1
17938,0.996994424,7.806834785,0.00363632,0.00401658,2.82842683,1,1
17939,0.9966977,7.860676648,0.003890236,0.003650095,2.828427083,1,1
17940,0.995590709,7.886606502,0.003890976,0.003980035,2.828427113,1,1
17941,0.776234405,27.94826246,0.004637122,0.019703101,2.828426753,1,1
17942,0.777186783,28.00309166,0.00463732,0.020042393,2.828419934,1,1
17943,0.774537522,27.98380663,0.004494789,0.020269555,2.828423007,1,1
17944,0.774608437,27.97853834,0.00404797,0.020007262,2.828425233,1,1
17945,0.775569795,27.99036393,0.004066184,0.020433245,2.82842102,1,1
17946,0.777286456,28.07650389,0.004048586,0.020637917,2.828420995,1,1
17947,0.778784978,28.12606408,0.004320678,0.020148427,2.828426123,1,1
17948,0.778245514,28.09127253,0.004322513,0.020352877,2.828424638,1,1
17949,0.78047517,28.06644631,0.004387146,0.020344649,2.828419796,1,1
17950,0.778721574,28.10483122,0.004149923,0.020508356,2.828422358,1,1
17951,0.779239485,28.14945147,0.003938776,0.020386055,2.828422206,1,1
17952,0.776437802,28.19010362,0.003650828,0.020429279,2.828426238,1,1
17953,0.776294135,28.25228982,0.004281743,0.020522595,2.828426687,1,1
17954,0.777746705,28.26220245,0.004342459,0.020825626,2.828424742,1,1
17955,0.778639779,28.17793326,0.004181787,0.020617876,2.828423589,1,1
17956,0.906693806,17.47296662,0.020948459,0.006412513,2.828426981,1,1
17957,0.905953847,17.48936574,0.020605776,0.006421622,2.828422151,1,1
17958,0.907068477,17.49817182,0.020437775,0.006237113,2.828425589,1,1
17959,0.907775161,17.57323786,0.020504118,0.00603295,2.828425748,1,1
17960,0.904861026,17.5155183,0.020665139,0.006126971,2.828426767,1,1
17961,0.904857357,17.48513338,0.020958296,0.006047049,2.828423325,1,1
17962,0.9038201,17.51133478,0.020881605,0.005733165,2.828427119,1,1
17963,0.903612154,17.46201557,0.021181377,0.005615772,2.828425953,1,1
17964,0.902401456,17.53712027,0.020851691,0.005251309,2.828425201,1,1
17965,0.902695158,17.50933143,0.020572744,0.005028428,2.828425398,1,1
17966,0.903611615,17.41321244,0.020645583,0.00527802,2.828424973,1,1
17967,0.902891614,17.40702801,0.020744999,0.005250979,2.828425962,1,1
17968,0.903103067,17.38057883,0.020722121,0.005204927,2.828426895,1,1
17969,0.903438575,17.35230364,0.020611593,0.005331524,2.82842178,1,1
17970,0.90598412,17.40394139,0.020478273,0.005587435,2.828427123,1,1
17971,0.907485981,17.41967431,0.020596476,0.005738797,2.828425587,1,1
17972,0.906462753,17.42021486,0.020200787,0.005888572,2.828425301,1,1
17973,0.90494566,17.36567574,0.020141855,0.006069942,2.828425492,1,1
17974,0.904236858,17.4552698,0.020391017,0.006116536,2.82842663,1,1
17975,0.904842029,17.42976423,0.020530223,0.006505664,2.828426676,1,1
17976,0.90472199,17.39705551,0.020709802,0.006705403,2.828421811,1,1
17977,0.904630315,17.40379132,0.020711509,0.006376827,2.828426784,1,1
17978,0.904074895,17.40187645,0.02080538,0.006629776,2.828422416,1,1
17979,0.905009691,17.41326876,0.020661384,0.00705872,2.828421677,1,1
17980,0.904335983,17.44455427,0.020925711,0.006860939,2.828424705,1,1
17981,0.906279923,17.4945502,0.0209786,0.006652178,2.828426263,1,1
17982,0.905103305,17.46476267,0.0213457,0.006230514,2.828422518,1,1
17983,0.927707572,27.9025878,0.008967567,0.044455314,2.828426815,1,1
17984,0.928116277,27.82259595,0.008881219,0.044745135,2.828424848,1,1
17985,0.928698158,27.7660642,0.008958059,0.044822823,2.828423847,1,1
17986,0.837862211,26.62208746,0.018267661,0.017610018,2.828426043,1,1
17987,0.884811993,18.1913339,0.019286618,0.029235754,2.828420989,1,1
17988,0.883834012,18.24161393,0.019400587,0.029389877,2.828425967,1,1
17989,0.884411117,18.19558349,0.019702355,0.02957647,2.828426095,1,1
17990,0.884798358,18.13931715,0.019668427,0.029156701,2.828424838,1,1
17991,0.883908989,18.13658068,0.019919544,0.02926353,2.828426889,1,1
17992,0.88347783,18.16062641,0.019954491,0.02915117,2.828425643,1,1
17993,0.882682776,18.13241935,0.019832572,0.028798913,2.828413047,1,1
17994,0.882296767,18.17216878,0.019712639,0.02930574,2.828425048,1,1
17995,0.881952008,18.21269601,0.020032521,0.02889702,2.828426054,1,1
17996,0.883451116,18.23815881,0.020707806,0.029088016,2.828425692,1,1
17997,0.883847656,18.17694741,0.020174429,0.029172991,2.828421516,1,1
17998,0.883861031,18.18910003,0.020366679,0.029217075,2.828424586,1,1
17999,0.884439119,18.20723778,0.020494783,0.028917675,2.828426912,1,1
18000,0.88471881,18.21610127,0.020753447,0.028835011,2.82842617,1,1
18001,0.882788584,18.13458546,0.020824088,0.028641986,2.828427047,1,1
18002,0.883910097,18.09206403,0.021084898,0.028375114,2.82842613,1,1
18003,0.884275454,18.18689593,0.021187757,0.028079331,2.828426002,1,1
18004,0.884935453,18.17336766,0.020744509,0.027688706,2.828421888,1,1
18005,0.885426682,18.13869178,0.020641617,0.027202687,2.828422297,1,1
18006,0.886574779,18.16250927,0.02060938,0.027630406,2.828425512,1,1
18007,0.886957335,18.23665434,0.020200695,0.027234071,2.828426687,1,1
18008,0.886454918,18.2127605,0.020264828,0.027088612,2.828426401,1,1
18009,0.885519593,18.16183305,0.020459353,0.026748182,2.828423567,1,1
18010,0.886369086,18.13454623,0.020161173,0.026647313,2.828426215,1,1
18011,0.886461854,18.12775834,0.019997709,0.026637535,2.828427103,1,1
18012,0.885116572,18.12511941,0.019799005,0.026353331,2.828421443,1,1
18013,0.885002484,18.13394012,0.019590952,0.0262172,2.828425637,1,1
18014,0.885145683,18.14695982,0.019787491,0.025963038,2.828422258,1,1
18015,0.886256738,18.14567353,0.020459491,0.02570371,2.828423142,1,1
18016,0.885780777,18.16219075,0.020334285,0.02544771,2.828425738,1,1
18017,0.887281314,18.15087342,0.02002298,0.025717896,2.82841857,1,1
18018,0.88852256,18.17332425,0.020137199,0.026166821,2.828425084,1,1
18019,0.889338742,18.24300039,0.019903935,0.026073709,2.828426165,1,1
18020,0.887129738,18.22263294,0.019839808,0.026091781,2.828425855,1,1
18021,0.887726738,18.12846586,0.019824575,0.026189814,2.828425014,1,1
18022,0.886968633,18.0931684,0.019452438,0.026337829,2.82842475,1,1
18023,0.888540896,18.13882194,0.019851846,0.026442143,2.828426894,1,1
18024,0.889937543,18.19616597,0.019782203,0.026232642,2.828426493,1,1
18025,0.892035273,18.29846638,0.019859276,0.026334737,2.828423786,1,1
18026,0.890764055,18.19751598,0.019790389,0.026273029,2.828426589,1,1
18027,0.890459879,18.12502906,0.020079768,0.026286753,2.828425708,1,1
18028,0.89242478,18.11793064,0.020247337,0.025789964,2.828424388,1,1
18029,0.891350519,18.07583812,0.020205085,0.025892987,2.828424959,1,1
18030,0.94241489,19.90193192,0.00281671,0.049045235,2.828420304,1,1
18031,0.941999804,19.94085062,0.002993001,0.048878906,2.828426468,1,1
18032,0.941224677,19.90611087,0.003352576,0.049031736,2.828424963,1,1
18033,0.93999225,19.86986687,0.00339631,0.049233479,2.828424055,1,1
18034,0.939554583,19.80476505,0.003389265,0.049537419,2.828424266,1,1
18035,0.939444797,19.7760065,0.003186682,0.049565743,2.82842349,1,1
18036,0.936208959,19.76491248,0.003242305,0.049453669,2.82842553,1,1
18037,0.934876365,19.79053979,0.00355494,0.049536499,2.828425758,1,1
18038,0.936050727,19.77159791,0.003299786,0.049676962,2.828426386,1,1
18039,0.935577992,19.80468761,0.003335294,0.049494163,2.828425998,1,1
18040,0.936980842,19.75214223,0.003430963,0.049733445,2.828426958,1,1
18041,0.935705272,19.73006481,0.003496564,0.049752629,2.828426522,1,1
18042,0.936585026,19.65770561,0.003522701,0.049824894,2.828427031,1,1
18043,0.93419365,19.67603478,0.003461672,0.050056233,2.828427041,1,1
18044,0.934361029,19.67812332,0.003698913,0.049498361,2.828426775,1,1
18045,0.935179484,19.71335822,0.003905986,0.049429004,2.828426758,1,1
18046,0.936138018,19.61810395,0.004075237,0.049429616,2.828426875,1,1
18047,0.934275854,19.61174407,0.003977039,0.049819252,2.828426434,1,1
18048,0.933829063,19.55960602,0.004121228,0.049849377,2.828425501,1,1
18049,0.933570665,19.55721195,0.004007676,0.050072391,2.828426299,1,1
18050,0.934573258,19.60129764,0.003769231,0.049952124,2.828426036,1,1
18051,0.933975355,19.6037368,0.003274934,0.049490998,2.828425284,1,1
18052,0.934068722,19.67086633,0.003033531,0.049166034,2.828421856,1,1
18053,0.935078352,19.66855873,0.002808619,0.049414241,2.828425523,1,1
18054,0.934867438,19.68459308,0.003105189,0.049584217,2.828423229,1,1
18055,0.934637864,19.75628007,0.003046237,0.049655424,2.828425744,1,1
18056,0.932962533,19.76375756,0.003067069,0.049813388,2.828426955,1,1
18057,0.932860287,19.81469013,0.003257974,0.049543349,2.828425759,1,1
18058,0.932071333,19.76195141,0.002707717,0.04979267,2.828426537,1,1
18059,0.933714684,19.78874381,0.002844731,0.049806883,2.828426569,1,1
18060,0.93632572,19.86040801,0.003042532,0.049327759,2.82842657,1,1
18061,0.937783017,19.7791457,0.003310655,0.049284911,2.828421948,1,1
18062,0.84334882,15.00983907,0.005620788,0.043514183,2.828427094,1,1
18063,0.844309797,15.05976694,0.005781656,0.043229129,2.828425843,1,1
18064,0.844471883,15.08063248,0.005876152,0.04321009,2.828426593,1,1
18065,0.845030877,15.10865543,0.005883006,0.043504191,2.82842691,1,1
18066,0.843098815,15.18811029,0.005979823,0.043419833,2.828423876,1,1
18067,0.843670468,15.13416615,0.005928055,0.04326803,2.828425965,1,1
18068,0.84293788,15.1321887,0.005906754,0.043215111,2.82842606,1,1
18069,0.842121719,15.14023623,0.005606711,0.043030825,2.828425376,1,1
18070,0.841293733,15.0168959,0.005792168,0.042855036,2.828424735,1,1
18071,0.841723544,15.06827847,0.005654007,0.042771972,2.828423621,1,1
18072,0.842470722,15.04395629,0.00547572,0.042191574,2.828426386,1,1
18073,0.843437991,15.00779925,0.005939014,0.042325348,2.828425864,1,1
18074,0.841756692,15.06599317,0.00570834,0.041876681,2.828426333,1,1
18075,0.842889234,14.99104221,0.005686092,0.041893107,2.828417034,1,1
18076,0.843465135,14.96193906,0.005221631,0.042065769,2.828425795,1,1
18077,0.843789826,14.91433718,0.005458487,0.042569312,2.828426354,1,1
18078,0.937359281,15.62156491,0.01296314,0.041827186,2.82842543,1,1
18079,0.93888653,15.57924874,0.0127491,0.041631987,2.82842679,1,1
18080,0.939712396,15.56217317,0.012574339,0.041504594,2.828423973,1,1
18081,0.93978113,15.64064493,0.012106816,0.041583753,2.828426784,1,1
18082,0.937751125,15.57695859,0.012203304,0.041290736,2.828424887,1,1
18083,0.93906993,15.613218,0.012343751,0.04150828,2.828426696,1,1
18084,0.93836736,15.58963137,0.012042729,0.041460405,2.828426164,1,1
18085,0.936840979,15.54621069,0.011810897,0.041303594,2.828426034,1,1
18086,0.936460813,15.53973357,0.01181447,0.041197003,2.828426076,1,1
18087,0.935409301,15.69601181,0.011437293,0.041521545,2.828427125,1,1
18088,0.93775809,15.62822924,0.011185308,0.04125387,2.828426082,1,1
18089,0.939400744,15.74813941,0.011202718,0.041284609,2.828425754,1,1
18090,0.934804066,15.77531767,0.010920142,0.041114717,2.828425714,1,1
18091,0.934872307,15.74507264,0.010542041,0.041154378,2.828425731,1,1
18092,0.933241979,15.75936074,0.009975713,0.041557166,2.828424384,1,1
18093,0.932853074,15.67798516,0.009963045,0.04153616,2.828426111,1,1
18094,0.933481391,15.59255074,0.01043375,0.041710603,2.828425797,1,1
18095,0.932602379,15.57284175,0.01027856,0.041642091,2.828423364,1,1
18096,0.932754647,15.57409524,0.010604612,0.041647329,2.828425791,1,1
18097,0.932777052,15.50389792,0.010849626,0.041684386,2.828425128,1,1
18098,0.930718782,15.5029011,0.011037697,0.041472075,2.828425679,1,1
18099,0.930587993,15.47280507,0.010969081,0.041800513,2.828426736,1,1
18100,0.93350814,15.52333961,0.010781566,0.041885076,2.828425341,1,1
18101,0.932790012,15.49397116,0.010770507,0.041647793,2.828426132,1,1
18102,0.935097955,15.5498634,0.010611136,0.041857739,2.828426983,1,1
18103,0.93623359,15.53289649,0.010547272,0.041597672,2.828425066,1,1
18104,0.935360954,15.51508163,0.011106634,0.041387019,2.82842607,1,1
18105,0.934044918,15.48247705,0.010704116,0.041263928,2.828423284,1,1
18106,0.933461828,15.54260114,0.010333657,0.041109211,2.828425241,1,1
18107,0.932986892,15.50855422,0.010530003,0.041063859,2.828426328,1,1
18108,0.932978008,15.58465073,0.010302735,0.041226821,2.828427116,1,1
18109,0.93377337,15.55526725,0.010257154,0.04125426,2.828426645,1,1
18110,0.934601962,15.57701932,0.010438992,0.041076179,2.828426395,1,1
18111,0.934500502,15.62327353,0.00998315,0.041012855,2.828426364,1,1
18112,0.93490918,15.64954744,0.010006053,0.041128723,2.828426894,1,1
18113,0.934322835,15.59038608,0.010159601,0.041712188,2.82842495,1,1
18114,0.933349792,15.5503577,0.009676022,0.041569536,2.828427024,1,1
18115,0.932765848,15.58027132,0.009678724,0.04165223,2.828426038,1,1
18116,0.932986307,15.53253627,0.009659467,0.041505887,2.828421456,1,1
18117,0.933257238,15.50616115,0.009608922,0.041793334,2.828424536,1,1
18118,0.93248234,15.4850346,0.009826556,0.041407924,2.828426289,1,1
18119,0.932546204,15.47021573,0.009928513,0.041396462,2.828426502,1,1
18120,0.930787758,15.52662735,0.010124459,0.041931215,2.82842625,1,1
18121,0.932288371,15.56262368,0.009585204,0.041652633,2.828426793,1,1
18122,0.984954504,10.64803345,0.00218715,0.045572207,2.82842238,1,1
18123,0.983969534,10.66938025,0.002044416,0.045200601,2.828423846,1,1
18124,0.98273842,10.67291245,0.001927994,0.045166927,2.828426906,1,1
18125,0.980693667,10.57962289,0.002205395,0.045473132,2.828425941,1,1
18126,0.981017822,10.57830371,0.002271178,0.045309988,2.828427113,1,1
18127,0.979482845,10.57949797,0.002445098,0.045438446,2.828425161,1,1
18128,0.979821797,10.62525235,0.002893632,0.045135279,2.82842573,1,1
18129,0.979609122,10.59785873,0.002470874,0.045242113,2.828426502,1,1
18130,0.978589724,10.56210863,0.002450097,0.044891928,2.82842711,1,1
18131,0.977053748,10.65170179,0.0023886,0.044402568,2.828426959,1,1
18132,0.977370625,10.54864768,0.002805164,0.044485621,2.82842673,1,1
18133,0.976507526,10.54899571,0.002804902,0.044669251,2.828425135,1,1
18134,0.975502328,10.54653448,0.003093567,0.044653494,2.828426643,1,1
18135,0.974370355,10.50102171,0.003375032,0.044785212,2.828426825,1,1
18136,0.974956525,10.52363483,0.003293315,0.044786829,2.828425427,1,1
18137,0.975298348,10.51342982,0.003629678,0.044604335,2.82842556,1,1
18138,0.975103888,10.50403205,0.003683204,0.044585495,2.828427006,1,1
18139,0.775136432,20.37714614,0.002723694,0.032410636,2.828425269,1,1
18140,0.775664232,20.46391396,0.002890379,0.032179381,2.828423244,1,1
18141,0.775740211,20.40173243,0.003016656,0.031818818,2.828426639,1,1
18142,0.774639446,20.41447989,0.003138337,0.03159651,2.828424906,1,1
18143,0.774835605,20.35809375,0.003094146,0.031393583,2.828424932,1,1
18144,0.773228801,20.42524507,0.003332993,0.031197112,2.828425485,1,1
18145,0.77073689,20.4576482,0.003477636,0.030761281,2.828425346,1,1
18146,0.968949722,11.30397975,0.005374648,0.021565968,2.828418474,1,1
18147,0.965752136,11.27114099,0.00539611,0.021247082,2.828426226,1,1
18148,0.965258057,11.18659377,0.00532058,0.021241937,2.828425666,1,1
18149,0.967061911,11.19726198,0.005351173,0.020984456,2.828426894,1,1
18150,0.96648654,11.23692498,0.00512446,0.021047496,2.828426621,1,1
18151,0.9675732,11.30508686,0.004889593,0.021140768,2.828425509,1,1
18152,0.967504431,11.33812422,0.005379531,0.020831203,2.828426737,1,1
18153,0.965548488,11.36454998,0.005987192,0.021109944,2.828425952,1,1
18154,0.964389125,11.41509815,0.006041519,0.021311865,2.828426432,1,1
18155,0.964320345,11.40090392,0.006286251,0.021052872,2.828425617,1,1
18156,0.96319011,11.38176992,0.006301018,0.021167986,2.828426123,1,1
18157,0.963115399,11.48602425,0.00632502,0.020864801,2.828427111,1,1
18158,0.963353298,11.45650099,0.006281897,0.020992,2.828426448,1,1
18159,0.962609516,11.49648979,0.006491057,0.020944493,2.828427019,1,1
18160,0.96134393,11.52622924,0.006065328,0.020412228,2.828426831,1,1
18161,0.864819837,17.23555689,0.026511891,0.00601407,2.828424344,1,1
18162,0.864213091,4.864031169,0.006169453,0.048508092,2.828426989,1,1
18163,0.864821482,4.899328837,0.006284408,0.048657748,2.828426126,1,1
18164,0.864842893,4.887772308,0.006354995,0.04846091,2.828418506,1,1
18165,0.863477008,4.942740416,0.006620425,0.048529498,2.828426375,1,1
18166,0.865796844,4.942175968,0.006824247,0.048751026,2.828425952,1,1
18167,0.867293066,4.954369732,0.00702359,0.048672248,2.82842595,1,1
18168,0.960965419,16.81653962,0.001264938,0.003009623,2.828426191,1,1
18169,0.961021378,16.83825236,0.001352634,0.003173367,2.828426194,1,1
18170,0.961687458,16.88309906,0.001343687,0.003445807,2.828424841,1,1
18171,0.961123789,16.89922872,0.001159124,0.003271965,2.828425222,1,1
18172,0.960261093,16.81169088,0.001000876,0.003145708,2.828424242,1,1
18173,0.961007015,16.69887826,0.000821396,0.003364158,2.82842538,1,1
18174,0.962044672,16.71248004,0.001025439,0.003646481,2.828426113,1,1
18175,0.960949702,16.64551072,0.001107367,0.00391085,2.828422746,1,1
18176,0.962173246,16.63919649,0.000984238,0.004246246,2.828426971,1,1
18177,0.960550422,16.6643275,0.00085566,0.004772048,2.828425744,1,1
18178,0.958790639,16.6897372,0.001162641,0.00495814,2.828426142,1,1
18179,0.959315718,16.64569827,0.001519446,0.004987956,2.828424789,1,1
18180,0.958537436,16.67611424,0.001620569,0.005652425,2.82842693,1,1
18181,0.958936458,16.79779577,0.001564243,0.00549786,2.828427037,1,1
18182,0.95853555,16.8406954,0.001533984,0.005247825,2.828424339,1,1
18183,0.958711195,16.81772624,0.001827468,0.005316854,2.828424707,1,1
18184,0.958190924,16.74473354,0.001608137,0.005264946,2.82842682,1,1
18185,0.958494914,16.74269048,0.001678926,0.004767555,2.82842228,1,1
18186,0.95850846,16.82217433,0.001268113,0.004828727,2.828425635,1,1
18187,0.957972163,16.84097597,0.00121661,0.005049655,2.82842672,1,1
18188,0.958271103,16.90667214,0.001517261,0.004982946,2.828426856,1,1
18189,0.959384277,16.87128505,0.001491563,0.005292692,2.828425822,1,1
18190,0.95966926,16.90986279,0.001086961,0.005315945,2.828427059,1,1
18191,0.902139492,17.75857253,0.034070981,0.004936303,2.828426358,1,1
18192,0.902828499,17.71596989,0.034004803,0.005003581,2.828420279,1,1
18193,0.905536786,17.74979325,0.033866463,0.005289647,2.828417982,1,1
18194,0.905457419,17.6995395,0.034352776,0.005347102,2.828425785,1,1
18195,0.905063484,17.67422023,0.034203052,0.005062966,2.82842694,1,1
18196,0.906585946,17.65670733,0.034349313,0.005085466,2.828426271,1,1
18197,0.905649777,17.72229986,0.034068735,0.004841629,2.828425725,1,1
18198,0.904060368,17.70293528,0.033903889,0.004836061,2.828413585,1,1
18199,0.90806692,17.71046431,0.034172726,0.004703336,2.82842442,1,1
18200,0.907678403,17.6843841,0.034307195,0.004640923,2.82841951,1,1
18201,0.906772903,17.64847845,0.034368577,0.004606149,2.828419523,1,1
18202,0.907151994,17.59836955,0.034436676,0.004624465,2.828426964,1,1
18203,0.905745353,17.67277823,0.03435292,0.004427071,2.828425799,1,1
18204,0.90495256,17.66592081,0.034332603,0.004769886,2.828425056,1,1
18205,0.90591239,17.55840872,0.034634575,0.004786979,2.828424185,1,1
18206,0.905634304,17.59826393,0.035123879,0.005077178,2.828423652,1,1
18207,0.903985928,17.60388173,0.035547151,0.00506729,2.828425184,1,1
18208,0.902717549,17.51350019,0.03531028,0.004878537,2.828425338,1,1
18209,0.988366579,26.39927646,0.02130521,0.021212486,2.828426472,1,1
18210,0.987340359,26.48731285,0.021029703,0.021362436,2.82842612,1,1
18211,0.986493816,26.51193761,0.02047791,0.021676451,2.828426792,1,1
18212,0.987385119,26.50098384,0.020328493,0.021655643,2.828423326,1,1
18213,0.988442743,26.52142722,0.020123062,0.021608844,2.828425283,1,1
18214,0.987110074,26.54065712,0.019907302,0.021356504,2.828426167,1,1
18215,0.985871871,26.51879743,0.019584636,0.021131067,2.828426208,1,1
18216,0.98605772,26.5460651,0.019529983,0.020830599,2.828426544,1,1
18217,0.98611127,26.59343678,0.019271289,0.020941181,2.828426447,1,1
18218,0.98771383,26.66774372,0.019226691,0.020993557,2.828422128,1,1
18219,0.985838224,26.63406195,0.019051238,0.021129347,2.828427116,1,1
18220,0.873212861,17.22806321,0.032046865,0.010220681,2.828425289,1,1
18221,0.872905406,17.18589024,0.031681742,0.010378262,2.828426277,1,1
18222,0.873579343,17.25160274,0.03193749,0.01040161,2.828426959,1,1
18223,0.874154136,17.33653796,0.032290386,0.010012725,2.828424343,1,1
18224,0.874189164,17.39040015,0.032204662,0.010072912,2.828417013,1,1
18225,0.873009214,17.34719591,0.032104503,0.010213953,2.82842475,1,1
18226,0.871425725,17.42710699,0.031858271,0.010461783,2.828425985,1,1
18227,0.870808589,17.47447574,0.031981687,0.010566107,2.828423032,1,1
18228,0.871328376,17.44949718,0.031786449,0.010691246,2.828425544,1,1
18229,0.869479431,17.47935052,0.031654646,0.010608354,2.828425861,1,1
18230,0.870326956,17.45366137,0.031569432,0.010642937,2.828419914,1,1
18231,0.870430829,17.38525638,0.031754165,0.011018137,2.828425036,1,1
18232,0.871743795,17.35223044,0.031902851,0.011351063,2.828425267,1,1
18233,0.873135348,17.31516976,0.031752177,0.011405122,2.828422903,1,1
18234,0.871630996,17.39193216,0.031542607,0.011711073,2.828423232,1,1
18235,0.870134523,17.41162711,0.031721649,0.011939969,2.828426102,1,1
18236,0.866483016,17.46956798,0.031858217,0.011701506,2.828425321,1,1
18237,0.867487376,17.43438679,0.031627937,0.01159095,2.828419593,1,1
18238,0.867726016,17.45697061,0.031419793,0.01123545,2.828418227,1,1
18239,0.868629366,17.49451628,0.031553858,0.011684575,2.828426414,1,1
18240,0.868480835,17.49679528,0.03168506,0.011892918,2.828423449,1,1
18241,0.871563964,17.49301544,0.031784308,0.012314655,2.828423991,1,1
18242,0.95800705,11.63599427,0.036329598,0.01448046,2.828424985,1,1
18243,0.95867755,11.71027754,0.036047503,0.014190578,2.828425617,1,1
18244,0.956835698,11.66423819,0.036132283,0.014322876,2.828425796,1,1
18245,0.958097611,11.69260336,0.03648685,0.014550971,2.828427081,1,1
18246,0.958788263,11.68872248,0.03639563,0.014548541,2.828422431,1,1
18247,0.957125181,11.60905034,0.036399579,0.014695859,2.828425419,1,1
18248,0.958626534,11.64062024,0.036333967,0.014540142,2.828425851,1,1
18249,0.95782222,11.67414573,0.036241008,0.014022287,2.828426345,1,1
18250,0.956498486,11.70505812,0.036653499,0.01412659,2.828424462,1,1
18251,0.944613394,3.566851081,0.004003643,0.01597272,2.828423912,1,1
18252,0.944172481,3.508888723,0.004077348,0.016187312,2.828426557,1,1
18253,0.94442891,3.466914487,0.004616543,0.016161057,2.828426928,1,1
18254,0.945517844,3.452878612,0.004409743,0.016194384,2.828426976,1,1
18255,0.946356357,3.451603803,0.004001296,0.016196774,2.828426272,1,1
18256,0.946694481,3.418831685,0.003446205,0.016052146,2.828427004,1,1
18257,0.947117855,3.426664015,0.003208832,0.015637275,2.828426999,1,1
18258,0.946964886,3.494515859,0.00337321,0.015833725,2.828426953,1,1
18259,0.950091553,3.569368109,0.003162212,0.015884765,2.828426975,1,1
18260,0.949871607,3.587947085,0.003223608,0.015937337,2.828426421,1,1
18261,0.949494943,3.580275585,0.003125955,0.015949237,2.828426752,1,1
18262,0.951262131,3.578626275,0.003205742,0.015559917,2.828426546,1,1
18263,0.950563586,3.582436897,0.003261736,0.015656073,2.828426559,1,1
18264,0.950681508,3.559233196,0.003356216,0.015224989,2.828425495,1,1
18265,0.948367922,3.582002012,0.003126115,0.014962969,2.828426852,1,1
18266,0.946821751,3.57725463,0.003019492,0.014903038,2.828426537,1,1
18267,0.94588917,3.529037331,0.003117108,0.014797041,2.828426661,1,1
18268,0.944243482,3.553849789,0.003007663,0.014750022,2.828427053,1,1
18269,0.944949932,3.660526971,0.002834986,0.014817395,2.828426844,1,1
